dt;dt_iso;timezone;city_name;lat;lon;temp;feels_like;temp_min;temp_max;pressure;sea_level;grnd_level;humidity;wind_speed;wind_deg;rain_1h;rain_3h;snow_1h;snow_3h;clouds_all;weather_id;weather_main;weather_description;weather_icon
1607659200;2020-12-11 04:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;275.82;267.04;274.82;277.45;993;;;91;10;160;;;;;90;804;Clouds;overcast clouds;04n
1607662800;2020-12-11 05:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;276.02;267.97;274.82;277.45;992;;;91;9;160;;;;;90;804;Clouds;overcast clouds;04n
1607666400;2020-12-11 06:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;276.34;268.4;275.37;277.415;992;;;93;9;160;;;;;90;804;Clouds;overcast clouds;04n
1607670000;2020-12-11 07:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;276.57;269.36;275.85;277.415;991;;;93;8;160;;;;;90;804;Clouds;overcast clouds;04n
1607673600;2020-12-11 08:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;277.02;269.89;275.93;278.427;990;;;93;8;160;;;;;90;804;Clouds;overcast clouds;04d
1607677200;2020-12-11 09:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;277.52;270.51;275.93;278.71;990;;;94;8;150;;;;;90;804;Clouds;overcast clouds;04d
1607680800;2020-12-11 10:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;277.99;271.06;277.04;278.75;989;;;94;8;140;;;;;90;804;Clouds;overcast clouds;04d
1607684400;2020-12-11 11:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.52;271.69;277.59;279.45;988;;;94;8;150;;;;;90;804;Clouds;overcast clouds;04d
1607688000;2020-12-11 12:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.91;272.16;278.15;279.369;988;;;94;8;150;;;;;90;804;Clouds;overcast clouds;04d
1607691600;2020-12-11 13:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.3;272.63;278.15;280.95;987;;;94;8;150;;;;;90;804;Clouds;overcast clouds;04d
1607695200;2020-12-11 14:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.65;273.08;278.15;281.65;987;;;95;8;150;;;;;90;804;Clouds;overcast clouds;04d
1607698800;2020-12-11 15:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.9;274.78;278.71;281.48;987;;;95;6;150;;;;;90;804;Clouds;overcast clouds;04d
1607702400;2020-12-11 16:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.1;275.73;278.71;282.04;987;;;95;5;140;;;;;90;804;Clouds;overcast clouds;04n
1607706000;2020-12-11 17:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.33;276.01;278.71;281.95;987;;;95;5;140;;;;;90;804;Clouds;overcast clouds;04n
1607709600;2020-12-11 18:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.44;276.14;279.25;281.48;987;;;95;5;140;;;;;90;804;Clouds;overcast clouds;04n
1607713200;2020-12-11 19:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.66;277.14;279.35;281.48;988;;;96;4;140;;;;;90;804;Clouds;overcast clouds;04n
1607716800;2020-12-11 20:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.51;276.96;279.26;281.48;988;;;96;4;160;;;;;90;804;Clouds;overcast clouds;04n
1607720400;2020-12-11 21:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.58;277.01;279.65;281.48;988;;;95;4;170;;;;;90;804;Clouds;overcast clouds;04n
1607724000;2020-12-11 22:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.27;275.97;279.15;281.48;989;;;96;5;180;;;;;40;802;Clouds;scattered clouds;03n
1607727600;2020-12-11 23:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.21;276.56;278.61;281.48;989;;;95;4;180;;;;;0;800;Clear;sky is clear;01n
1607731200;2020-12-12 00:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.04;276.39;278.15;281.48;989;;;96;4;200;;;;;20;801;Clouds;few clouds;02n
1607734800;2020-12-12 01:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.12;276.48;277.85;281.48;990;;;96;4;200;;;;;40;802;Clouds;scattered clouds;03n
1607738400;2020-12-12 02:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.19;275.87;277.987;281.48;990;;;96;5;210;;;;;20;801;Clouds;few clouds;02n
1607742000;2020-12-12 03:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.99;277.06;277.59;282.25;990;;;97;3;210;;;;;90;804;Clouds;overcast clouds;04n
1607745600;2020-12-12 04:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.99;276.36;277.987;282.55;991;;;97;4;200;;;;;40;802;Clouds;scattered clouds;03n
1607749200;2020-12-12 05:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.07;277.86;278.71;281.48;992;;;97;2;190;;;;;40;802;Clouds;scattered clouds;03n
1607752800;2020-12-12 06:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.06;277.14;278.71;281.15;992;;;97;3;230;;;;;40;802;Clouds;scattered clouds;03n
1607756400;2020-12-12 07:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.14;277.21;278.75;280.95;993;;;96;3;220;;;;;40;802;Clouds;scattered clouds;03n
1607760000;2020-12-12 08:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.33;277.44;279.15;281.48;994;;;96;3;230;;;;;40;802;Clouds;scattered clouds;03d
1607763600;2020-12-12 09:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.75;277.25;279.82;281.48;995;;;96;4;250;;;;;90;804;Clouds;overcast clouds;04d
1607767200;2020-12-12 10:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.49;278.16;280.313;282.55;996;;;96;4;240;;;;;90;804;Clouds;overcast clouds;04d
1607770800;2020-12-12 11:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.8;279.25;280.93;282.65;997;;;96;3;250;;;;;90;804;Clouds;overcast clouds;04d
1607774400;2020-12-12 12:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.07;278.88;281.48;282.75;997;;;96;4;250;;;;;90;804;Clouds;overcast clouds;04d
1607778000;2020-12-12 13:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.17;279.01;281.48;282.95;998;;;96;4;250;;;;;90;804;Clouds;overcast clouds;04d
1607781600;2020-12-12 14:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.07;278.88;281.48;282.75;999;;;96;4;270;;;;;90;804;Clouds;overcast clouds;04d
1607785200;2020-12-12 15:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.9;278.67;280.93;282.65;999;;;96;4;270;;;;;90;804;Clouds;overcast clouds;04d
1607788800;2020-12-12 16:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.73;278.46;280.93;282.59;1000;;;96;4;280;;;;;90;804;Clouds;overcast clouds;04n
1607792400;2020-12-12 17:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.64;278.35;280.93;282.59;1001;;;96;4;270;;;;;90;804;Clouds;overcast clouds;04n
1607796000;2020-12-12 18:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.46;277.43;280.93;282.15;1002;;;96;5;270;;;;;90;804;Clouds;overcast clouds;04n
1607799600;2020-12-12 19:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.44;277.4;280.93;282.15;1002;;;96;5;290;;;;;90;804;Clouds;overcast clouds;04n
1607803200;2020-12-12 20:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.27;277.19;280.93;282.04;1003;;;96;5;290;;;;;90;804;Clouds;overcast clouds;04n
1607806800;2020-12-12 21:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.4;276.65;280.85;282.15;1004;;;96;6;290;;;;;90;804;Clouds;overcast clouds;04n
1607810400;2020-12-12 22:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.25;277.13;280.37;282.15;1005;;;95;5;280;;;;;90;804;Clouds;overcast clouds;04n
1607814000;2020-12-12 23:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.23;276.37;280.14;282.15;1005;;;94;6;280;;;;;90;804;Clouds;overcast clouds;04n
1607817600;2020-12-13 00:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.99;274.68;279.82;282.15;1006;;;94;8;270;;;;;75;803;Clouds;broken clouds;04n
1607821200;2020-12-13 01:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.89;276.65;279.82;282.15;1006;;;94;5;280;;;;;90;804;Clouds;overcast clouds;04n
1607824800;2020-12-13 02:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.66;276.34;279.26;281.75;1007;;;93;5;270;;;;;90;804;Clouds;overcast clouds;04n
1607828400;2020-12-13 03:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.3;277.27;278.095;281.65;1007;;;92;3;260;;;;;90;804;Clouds;overcast clouds;04n
1607832000;2020-12-13 04:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.56;276.35;277.59;281.45;1008;;;91;3;260;;;;;75;803;Clouds;broken clouds;04n
1607835600;2020-12-13 05:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.87;274.09;276.48;281.15;1008;;;90;5;200;;;;;0;800;Clear;sky is clear;01n
1607839200;2020-12-13 06:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;277.95;272.33;275.85;279.95;1008;;;91;6;200;;;;;0;800;Clear;sky is clear;01n
1607842800;2020-12-13 07:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;277.59;272.61;275.85;279.26;1008;;;91;5;200;;;;;75;803;Clouds;broken clouds;04n
1607846400;2020-12-13 08:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;277.31;272.28;275.85;279.26;1009;;;91;5;190;;;;;75;803;Clouds;broken clouds;04d
1607850000;2020-12-13 09:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;277.71;272.75;276.48;279.15;1009;;;91;5;180;;;;;40;802;Clouds;scattered clouds;03d
1607853600;2020-12-13 10:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;278.4;273.56;277.59;279.35;1009;;;91;5;170;;;;;90;804;Clouds;overcast clouds;04d
1607857200;2020-12-13 11:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.02;273.57;278.15;280.101;1009;;;90;6;170;;;;;90;804;Clouds;overcast clouds;04d
1607860800;2020-12-13 12:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.56;273.45;278.71;280.55;1008;;;88;7;170;;;;;75;803;Clouds;broken clouds;04d
1607864400;2020-12-13 13:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.67;274.19;278.71;280.45;1008;;;85;6;170;;;;;75;803;Clouds;broken clouds;04d
1607868000;2020-12-13 14:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.82;273.6;279.15;280.37;1007;;;83;7;160;;;;;90;804;Clouds;overcast clouds;04d
1607871600;2020-12-13 15:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.75;272.15;279.15;280.37;1006;;;84;9;150;;;;;90;804;Clouds;overcast clouds;04d
1607875200;2020-12-13 16:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.65;271.33;279.15;280.37;1006;;;84;10;160;;;;;75;803;Clouds;broken clouds;04n
1607878800;2020-12-13 17:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.71;270.77;279.15;280.37;1005;;;86;11;160;;;;;20;801;Clouds;few clouds;02n
1607882400;2020-12-13 18:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.87;270.29;279.15;280.37;1005;;;87;12;170;;;;;90;804;Clouds;overcast clouds;04n
1607886000;2020-12-13 19:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.09;271.28;279.65;280.65;1004;;;88;11;170;;;;;90;804;Clouds;overcast clouds;04n
1607889600;2020-12-13 20:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.27;272.27;279.75;281.15;1004;;;90;10;170;;;;;90;804;Clouds;overcast clouds;04n
1607893200;2020-12-13 21:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.69;272.77;280.15;281.48;1004;;;90;10;170;;;;;90;804;Clouds;overcast clouds;04n
1607896800;2020-12-13 22:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.01;273.86;280.321;281.48;1003;;;90;9;170;;;;;90;804;Clouds;overcast clouds;04n
1607900400;2020-12-13 23:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.29;272.8;280.37;282.35;1003;;;90;11;170;;;;;90;804;Clouds;overcast clouds;04n
1607904000;2020-12-14 00:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.36;272.89;280.37;282.25;1003;;;90;11;170;;;;;90;804;Clouds;overcast clouds;04n
1607907600;2020-12-14 01:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.44;273.72;280.752;282.15;1003;;;91;10;170;;;;;90;804;Clouds;overcast clouds;04n
1607911200;2020-12-14 02:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.84;274.91;280.93;282.59;1002;;;91;9;180;;;;;90;804;Clouds;overcast clouds;04n
1607914800;2020-12-14 03:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.32;275.54;281.48;283.15;1002;;;92;9;180;;;;;90;804;Clouds;overcast clouds;04n
1607918400;2020-12-14 04:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.56;274.44;281.687;283.15;1002;;;92;11;170;;;;;90;804;Clouds;overcast clouds;04n
1607922000;2020-12-14 05:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.78;276.11;282.04;283.819;1002;;;92;9;170;;;;;90;804;Clouds;overcast clouds;04n
1607925600;2020-12-14 06:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.13;275.85;282.04;284.26;1002;;;92;10;180;;;;;75;803;Clouds;broken clouds;04n
1607929200;2020-12-14 07:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.22;275.92;282.59;283.85;1002;;;91;10;180;;;;;40;802;Clouds;scattered clouds;03n
1607932800;2020-12-14 08:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.25;275.96;282.59;284.15;1003;;;91;10;180;;;;;64;803;Clouds;broken clouds;04d
1607936400;2020-12-14 09:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.29;276.67;282.59;284.26;1003;;;90;9;190;;;;;64;803;Clouds;broken clouds;04d
1607940000;2020-12-14 10:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.89;277.37;282.935;284.82;1004;;;89;9;190;;;;;64;803;Clouds;broken clouds;04d
1607943600;2020-12-14 11:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.34;278.55;283.71;285.15;1004;;;87;8;190;;;;;0;800;Clear;sky is clear;01d
1607947200;2020-12-14 12:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.64;279.58;283.65;285.75;1004;;;86;7;190;;;;;40;802;Clouds;scattered clouds;03d
1607950800;2020-12-14 13:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.71;277.43;283.45;285.95;1004;;;83;10;190;;;;;75;803;Clouds;broken clouds;04d
1607954400;2020-12-14 14:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.49;277.77;283.34;285.37;1004;;;81;9;180;;;;;20;801;Clouds;few clouds;02d
1607958000;2020-12-14 15:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.86;276.3;283.15;284.82;1004;;;81;10;170;;;;;47;802;Clouds;scattered clouds;03d
1607961600;2020-12-14 16:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.39;276.42;282.85;284.05;1005;;;81;9;170;;;;;40;802;Clouds;scattered clouds;03n
1607965200;2020-12-14 17:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.27;277.01;282.59;283.85;1005;;;82;8;180;;;;;90;804;Clouds;overcast clouds;04n
1607968800;2020-12-14 18:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.15;278.31;282.59;283.71;1004;;;83;6;170;;;;;75;803;Clouds;broken clouds;04n
1607972400;2020-12-14 19:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.23;277.83;282.59;283.71;1004;;;86;7;170;;;;;75;803;Clouds;broken clouds;04n
1607976000;2020-12-14 20:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.29;277.98;282.59;283.75;1004;;;88;7;170;;;;;75;803;Clouds;broken clouds;04n
1607979600;2020-12-14 21:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.3;277.3;282.59;283.85;1004;;;88;8;180;;;;;75;803;Clouds;broken clouds;04n
1607983200;2020-12-14 22:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.15;277.11;282.59;283.85;1004;;;88;8;170;;;;;40;802;Clouds;scattered clouds;03n
1607986800;2020-12-14 23:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.03;277.66;282.59;283.55;1004;;;88;7;170;;;;;75;803;Clouds;broken clouds;04n
1607990400;2020-12-15 00:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.98;277.64;282.59;283.71;1004;;;89;7;170;;;;;40;802;Clouds;scattered clouds;03n
1607994000;2020-12-15 01:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.83;277.45;282.04;283.71;1004;;;89;7;180;;;;;40;802;Clouds;scattered clouds;03n
1607997600;2020-12-15 02:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.06;277.78;282.429;283.71;1004;;;90;7;180;;;;;75;803;Clouds;broken clouds;04n
1608001200;2020-12-15 03:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.14;277.92;282.429;283.71;1005;;;91;7;180;;;;;90;804;Clouds;overcast clouds;04n
1608004800;2020-12-15 04:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.01;277.72;282.04;283.71;1005;;;90;7;180;;;;;90;804;Clouds;overcast clouds;04n
1608008400;2020-12-15 05:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.85;278.22;282.04;283.71;1005;;;90;6;180;;;;;75;803;Clouds;broken clouds;04n
1608012000;2020-12-15 06:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.71;278.75;282.04;283.55;1005;;;90;5;190;;;;;75;803;Clouds;broken clouds;04n
1608015600;2020-12-15 07:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.59;278.6;281.65;283.71;1006;;;90;5;200;;;;;75;803;Clouds;broken clouds;04n
1608019200;2020-12-15 08:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.47;279.19;281.48;283.71;1007;;;91;4;190;;;;;75;803;Clouds;broken clouds;04d
1608022800;2020-12-15 09:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.43;279.18;281.15;283.71;1007;;;92;4;190;;;;;90;804;Clouds;overcast clouds;04d
1608026400;2020-12-15 10:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.54;278.61;282.04;283.15;1008;;;92;5;180;;;;;40;802;Clouds;scattered clouds;03d
1608030000;2020-12-15 11:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.11;279.28;282.15;284.215;1008;;;91;5;200;;;;;75;803;Clouds;broken clouds;04d
1608033600;2020-12-15 12:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.74;279.37;282.85;284.26;1009;;;91;6;210;;;;;40;802;Clouds;scattered clouds;03d
1608037200;2020-12-15 13:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.18;279.14;283.15;285.37;1009;;;89;7;210;;;;;0;800;Clear;sky is clear;01d
1608040800;2020-12-15 14:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;284.21;279.79;282.795;285.37;1009;;;87;6;210;;;;;0;800;Clear;sky is clear;01d
1608044400;2020-12-15 15:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;283.59;278.85;282.59;284.82;1010;;;83;6;200;;;;;0;800;Clear;sky is clear;01d
1608048000;2020-12-15 16:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.31;277.98;281.48;283.15;1011;;;83;5;190;;;;;0;800;Clear;sky is clear;01n
1608051600;2020-12-15 17:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.52;278.61;280.37;282.59;1011;;;88;3;170;;;;;1;800;Clear;sky is clear;01n
1608055200;2020-12-15 18:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.13;278.24;280.15;282.15;1011;;;91;3;170;;;;;1;800;Clear;sky is clear;01n
1608058800;2020-12-15 19:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.67;276.92;279.82;281.55;1012;;;89;4;180;;;;;0;800;Clear;sky is clear;01n
1608062400;2020-12-15 20:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.52;276.84;279.65;281.48;1012;;;92;4;170;;;;;0;800;Clear;sky is clear;01n
1608066000;2020-12-15 21:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.25;276.51;279.15;281.48;1013;;;92;4;160;;;;;0;800;Clear;sky is clear;01n
1608069600;2020-12-15 22:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.07;276.96;279.15;281.15;1013;;;91;3;170;;;;;0;800;Clear;sky is clear;01n
1608073200;2020-12-15 23:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.87;276.02;278.71;281.15;1013;;;91;4;170;;;;;0;800;Clear;sky is clear;01n
1608076800;2020-12-16 00:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.15;276.48;278.15;280.55;1013;;;100;2.5;177;;;;;0;800;Clear;sky is clear;01n
1608080400;2020-12-16 01:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.18;275.16;278.15;280.45;1013;;;90;4;150;;;;;0;800;Clear;sky is clear;01n
1608084000;2020-12-16 02:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.05;272.94;278.15;280.15;1013;;;91;7;150;;;;;40;802;Clouds;scattered clouds;03n
1608087600;2020-12-16 03:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.19;273.13;278.15;280.15;1013;;;92;7;160;;;;;90;804;Clouds;overcast clouds;04n
1608091200;2020-12-16 04:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.31;274.04;278.71;280.15;1013;;;94;6;170;;;;;90;804;Clouds;overcast clouds;04n
1608094800;2020-12-16 05:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.37;272.74;278.71;279.82;1013;;;95;8;160;;;;;90;804;Clouds;overcast clouds;04n
1608098400;2020-12-16 06:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.53;272.94;278.71;280.15;1013;;;95;8;160;;;;;90;804;Clouds;overcast clouds;04n
1608102000;2020-12-16 07:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;279.83;273.3;278.878;280.55;1013;;;95;8;150;;;;;90;804;Clouds;overcast clouds;04n
1608105600;2020-12-16 08:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.04;272.85;279.15;281.15;1013;;;95;9;150;;;;;90;804;Clouds;overcast clouds;04d
1608109200;2020-12-16 09:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.36;272.54;279.15;281.35;1013;;;95;10;160;;;;;90;804;Clouds;overcast clouds;04d
1608112800;2020-12-16 10:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;280.92;274.63;279.615;282.15;1013;;;95;8;160;;;;;75;803;Clouds;broken clouds;04d
1608116400;2020-12-16 11:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.68;276.22;280.37;283.15;1012;;;94;7;160;;;;;0;800;Clear;sky is clear;01d
1608120000;2020-12-16 12:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.96;275.83;280.75;283.526;1012;;;93;8;170;;;;;0;800;Clear;sky is clear;01d
1608123600;2020-12-16 13:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.3;276.88;280.93;283.55;1012;;;91;7;170;;;;;0;800;Clear;sky is clear;01d
1608127200;2020-12-16 14:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.7;277.29;281.48;283.85;1011;;;89;7;160;;;;;20;801;Clouds;few clouds;02d
1608130800;2020-12-16 15:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.55;276.33;281.15;283.45;1011;;;87;8;150;;;;;100;804;Clouds;overcast clouds;04d
1608134400;2020-12-16 16:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.35;276.79;281.48;283.35;1011;;;87;7;150;;;;;40;802;Clouds;scattered clouds;03n
1608138000;2020-12-16 17:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.1;275.74;280.829;283.15;1010;;;86;8;150;;;;;90;804;Clouds;overcast clouds;04n
1608141600;2020-12-16 18:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.03;274.22;280.829;283.15;1010;;;85;10;160;;;;;90;804;Clouds;overcast clouds;04n
1608145200;2020-12-16 19:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.1;274.3;280.829;283.15;1011;;;85;10;160;;;;;75;803;Clouds;broken clouds;04n
1608148800;2020-12-16 20:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.24;274.4;281.4;283.15;1011;;;83;10;180;;;;;75;803;Clouds;broken clouds;04n
1608152400;2020-12-16 21:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.47;276.08;281.4;283.71;1011;;;83;8;180;;;;;75;803;Clouds;broken clouds;04n
1608156000;2020-12-16 22:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.44;276;281.15;283.71;1011;;;82;8;190;;;;;90;804;Clouds;overcast clouds;04n
1608159600;2020-12-16 23:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.38;277.41;281.35;283.25;1011;;;84;6;190;;;;;90;804;Clouds;overcast clouds;04n
1608163200;2020-12-17 00:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.3;278.12;281.15;283.35;1011;;;87;5;190;;;;;90;804;Clouds;overcast clouds;04n
1608166800;2020-12-17 01:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;282.1;277.29;281.15;283.15;1011;;;90;6;200;;;;;90;804;Clouds;overcast clouds;04n
1608170400;2020-12-17 02:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.97;277.87;281.15;282.59;1012;;;91;5;200;;;;;90;804;Clouds;overcast clouds;04n
1608174000;2020-12-17 03:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.72;276.9;280.93;282.509;1012;;;92;6;190;0.21;;;;100;500;Rain;light rain;10n
1608177600;2020-12-17 04:00:00 +0000 UTC;3600;Brugge;51.193.977;3.183.912;281.66;277.56;280.93;282.59;1012;;;93;5;190;;;;;90;804;Clouds;overcast clouds;04n
